Feature ID,기능명,평면,현재 위치,사용자,Domain,EOS Ownership,EOS 대상,상태,플래그,결합도,테스트,Migration Action,매트릭스 판정,출시 우선도(제안),우선도 근거,선행 제안(v2.0),Migration Risk,A과목,B DB,C결합,D테스트,E상태,F데이터,총점,LOC,엔드포인트,쓰기EP,Adapter 의존,Mixed 의존,DB모델수,테스트fn,§3.4 KEEP충족(/6),§3.4 REPLACE신호(/6),§3.4 기준판정,판정 근거,근거
WM-E-501,OCR 파이프라인(검출→라우팅→인식→조립·검증),백엔드 엔진,"src/backend/whymath_backend/api, src/backend/whymath_backend/l5/ocr",Student,Math Engine,MIXED,Core/Adapter 분리 필요,Flag-off,ocr_enabled=False,Med,Full,REFACTOR,REFACTOR,P1,정적 도달(production_loop)했으나 Flag-off — 우회 가능,P2,High,3,0,2,0,0,0,5,1625,0,0,l3.symbolic_equivalence,schema.enums;schema.ocr,0,112,2,1,REFACTOR,"§3.4 KEEP 2/6 — 미충족 k1_subject_low, k4_model_ok, k5_coupling_low, k6_verified",PaddleOCR+Qwen3-VL — 라이브 정확도 미검증
WM-E-601,L6 모드 게이팅 로직 5종(재수·학교진도·사고력·메타인지·영재),백엔드 엔진,"src/backend/whymath_backend/l6/gifted, src/backend/whymath_backend/l6/metacognition, src/backend/whymath_backend/l6/retake, src/backend/whymath_backend/l6/school_progress, src/backend/whymath_backend/l6/thinking",Student,Application Mode,CORE,EOS Core,Production,,Low,Full,POSTPONE,KEEP,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,Low,1,0,1,0,0,0,2,1265,0,0,,schema.enums;schema.problem,0,237,5,0,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),L6 — 수학 신호 0(Physics 무수정 구역) · 수능 모드는 WM-E-602
WM-E-602,수능 모드 게이팅·적응 추천(게이팅×IRT CAT),백엔드 엔진,"src/backend/whymath_backend/l6, src/backend/whymath_backend/l6/suneung",Student,Recommendation,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: student_loop,P1,Low,1,0,1,0,0,0,2,563,0,0,,schema.enums;schema.problem,0,92,6,0,KEEP,§3.4 KEEP 6/6 충족,next-problem이 소비 — 공용 게이팅 헬퍼 포함
WM-E-603,평가 청사진 테스트셋 조립,백엔드 엔진,src/backend/whymath_backend/l6/blueprint,Student,Assessment,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: student_loop,P0,Low,1,0,1,0,1,0,3,579,0,0,,schema.enums;schema.problem,0,40,6,0,KEEP,§3.4 KEEP 6/6 충족,ASM-04 — assemble 표면의 엔진
WM-E-701,WH-S 솔버 하네스(루프·판정·저장소·코퍼스 replay),백엔드 엔진,src/backend/whymath_backend/whs,Platform,Math Engine,INFRA,EOS Infra,Production,,Med,Full,POSTPONE,HEAVY_REFACTOR,P3,장기 연구/플랫폼(horizon 선언),P1,High,3,2,2,0,3,3,13,1865,0,0,l3.verify_answer;l3.verify_solution;l3.verify_step,schema.enums,4,146,4,2,POSTPONE,P3(12월 폐쇄루프 비관여 — 이월≠삭제),03b 설계 — 솔버 자기진화 플랫폼(PRM 라벨 공급) — 12월 폐쇄루프 밖·장기 연구
WM-E-702,WH-S 자기진화(PRM·SFT 학습셋 export),백엔드 엔진,src/backend/whymath_backend/whs,Admin,Math Engine,INFRA,EOS Infra,Batch,,Low,Full,POSTPONE,REFACTOR,P3,장기 연구/플랫폼(horizon 선언),P2,Med,1,2,1,0,2,2,8,1014,0,0,,schema.enums;schema.problem,3,102,6,1,POSTPONE,P3(12월 폐쇄루프 비관여 — 이월≠삭제),설계 §5 — 2027 학습 파이프라인(PRM·SFT) — 장기 연구
WM-E-703,bank_solution → SolutionPath 승격 writer,백엔드 엔진,src/backend/whymath_backend/whs,Admin,Content,INFRA,EOS Infra,Batch,,Low,Full,KEEP,REFACTOR,P0,폐쇄루프: data_supplier(유일 writer — solution_path),P0,Med,1,2,1,0,2,2,8,540,0,0,,schema.problem,3,81,6,1,KEEP,§3.4 KEEP 6/6 충족,S4-09 D1
WM-E-704,WH-1 튜터링 하네스(턴 루프·LLM 정책·프로즈·프로브 공급),백엔드 엔진,src/backend/whymath_backend/harness,Student,Pedagogy,INFRA,EOS Infra,Production,wh1_primary_enabled=True,High,Full,REFACTOR,REFACTOR,P0,"폐쇄루프: student_loop, production_loop",P0,Med,3,0,3,0,1,0,7,2043,0,0,l3.equivalent.rephrase;l3.verify_solution,l3.pregenerate.validator,0,189,4,1,REFACTOR,"§3.4 KEEP 4/6 — 미충족 k1_subject_low, k5_coupling_low",04a — 학생 대면 발화 primary
WM-E-705,WH-1 shadow 관측·수확·2단계 종료 게이트,백엔드 엔진,src/backend/whymath_backend/harness,Platform,QA,INFRA,EOS Infra,Flag-off,wh1_harness_shadow_enabled=False,Med,Full,REFACTOR,KEEP,P1,"정적 도달(student_loop, production_loop)했으나 Flag-off — 우회 가능",P1,Low,0,0,2,0,1,0,3,1561,0,0,,,0,171,4,0,REFACTOR,"§3.4 KEEP 4/6 — 미충족 k5_coupling_low, k6_verified",S1-b·S1-15 shadow 축적
WM-E-706,성장 증거 대리지표 7종·노출 계약·베이스라인,백엔드 엔진,src/backend/whymath_backend/harness,Student,Pedagogy,INFRA,EOS Infra,Production,,Med,Full,HEAVY_REFACTOR,HEAVY_REFACTOR,P0,폐쇄루프: student_loop,P1,High,1,2,2,0,2,3,10,3381,0,0,,schema.enums,5,255,5,0,KEEP,매트릭스 10점(10~13),PED-06/08 — 반게임화 노출 계약
WM-E-801,Pydantic 계약 스키마(문항·활동·이벤트·권리 등 40종),백엔드 엔진,src/backend/whymath_backend/schema,Platform,Versioning,MIXED,Core/Adapter 분리 필요,Production,,Low,Full,REFACTOR,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,High,3,0,0,0,0,0,3,11175,0,0,,,0,5781,4,2,REFACTOR,"§3.4 KEEP 4/6 — 미충족 k1_subject_low, k4_model_ok",A2 Subject-neutral Contract — S1-16 후에도 MIXED
WM-E-802,ORM 모델 54종·세션·스키마 버전·alembic,백엔드 엔진,"src/backend/whymath_backend/db, src/backend/whymath_backend/db/models",Platform,Versioning,INFRA,EOS Infra,Production,,High,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,1,0,3,0,0,0,4,8133,0,0,,schema.answer_submission;schema.enums;schema.problem;schema.student_solution_step,0,2864,5,0,KEEP,§3.4 KEEP 5/6 충족,W2 되돌릴 수 없는 스키마 — 91 리비전
WM-E-803,인증·인가·암호화·레이트리밋·동시성 배관,백엔드 엔진,"src/backend/whymath_backend/api, src/backend/whymath_backend/security.py",Platform,Security,CORE,EOS Core,Production,,Low,Full,KEEP,REFACTOR,P0,"폐쇄루프: student_loop, production_loop, invariant",P0,Med,1,1,1,0,0,2,5,2571,0,0,,schema.enums,2,1476,6,0,KEEP,§3.4 KEEP 6/6 충족,JWT·디바이스 서명·봉투 암호화 — 불변 계약
WM-E-804,OAuth 제공자 구현(카카오·네이버 httpx),백엔드 엔진,src/backend/whymath_backend/api,Platform,Identity,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: student_loop,P0,Low,0,0,0,0,0,0,0,171,0,0,,,0,23,6,0,KEEP,§3.4 KEEP 6/6 충족,OAuth-a2 — auth callback이 app.state DI(OAUTH_PROVIDERS_KEY)로 호출 → DI 다리로 도달
WM-E-805,동의 절차(14세 미만·동의 부여),백엔드 엔진,"src/backend/whymath_backend/consent.py, src/backend/whymath_backend/consent_grant.py",Parent,Security,INFRA,EOS Infra,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, invariant",P0,Low,0,0,0,0,0,0,0,189,0,0,,,0,77,6,0,KEEP,§3.4 KEEP 6/6 충족,법령 유래 절차 — 기계 대체 금지
WM-E-806,디바이스 저장소·서명 실패 metric,백엔드 엔진,src/backend/whymath_backend/api,Platform,Security,CORE,EOS Core,Production,,Low,Full,KEEP,REFACTOR,P0,"폐쇄루프: student_loop, production_loop",P1,Med,0,1,1,0,3,1,6,1374,0,0,,,1,248,6,1,KEEP,§3.4 KEEP 6/6 충족,device_store_mode 기본 none
WM-E-807,앱 조립·합성 루트·설정·app.state 배관,백엔드 엔진,"src/backend/whymath_backend/api, src/backend/whymath_backend/composition.py, src/backend/whymath_backend/config.py",Platform,Operations,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,3,0,1,0,0,0,4,2149,0,0,l4.subject_adapter_math;l5.ocr.factory,,0,2789,5,1,KEEP,§3.4 KEEP 5/6 충족,composition = 경계의 유일한 배선 지점(EOS-69)
WM-E-808,한국어 조사 유틸,백엔드 엔진,src/backend/whymath_backend/lang,Platform,Content,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P1,Low,0,0,0,0,0,0,0,260,0,0,,,0,30,6,0,KEEP,§3.4 KEEP 6/6 충족,EOS-69 B분류 해소처 — 과목 무관
WM-E-809,데모 인증(시연 전용 가짜 OAuth provider),백엔드 엔진,src/backend/whymath_backend/api,Admin,Identity,CORE,EOS Core,Flag-off,demo_auth_enabled=False,Low,Partial,KEEP,KEEP,P1,정적 도달(student_loop)했으나 Flag-off — 우회 가능,P1,Low,0,0,0,1,0,0,1,75,0,0,,,0,7,5,0,KEEP,§3.4 KEEP 5/6 충족,S1 탈출 게이트 ① 실기기 시연 인에이블먼트 — 기본 OFF
WM-O-901,개인정보 삭제권·이동권·PEP·감사 writer,운영자 도구,src/backend/whymath_backend/privacy,Student,Security,INFRA,EOS Infra,Production,,High,Full,HEAVY_REFACTOR,HEAVY_REFACTOR,P0,폐쇄루프: invariant,P0,High,1,3,3,0,3,3,13,870,0,0,,schema.enums,14,136,5,0,KEEP,매트릭스 13점(10~13),R11·SEC-09 — me 라우터가 소비
WM-O-902,PII 보존기한 파기·대화 봉투 암호화 백필,운영자 도구,src/backend/whymath_backend/privacy,Admin,Security,INFRA,EOS Infra,Batch,,Med,Full,HEAVY_REFACTOR,HEAVY_REFACTOR,P0,폐쇄루프: invariant,P0,High,0,3,2,0,2,3,10,383,0,0,,,7,53,5,0,KEEP,매트릭스 10점(10~13),security_privacy.md 보존·파기 정본
WM-O-903,서비스 헬스 딥체크·프리플라이트·로그 스크러버,운영자 도구,src/backend/whymath_backend/ops,Admin,Operations,INFRA,EOS Infra,Production,,Med,Full,KEEP,REFACTOR,P0,"폐쇄루프: production_loop, invariant",P0,Med,0,0,2,0,3,0,5,1675,0,0,,,0,161,5,1,KEEP,§3.4 KEEP 5/6 충족,OPS-01·SEC-05·SEC-11
WM-O-904,LLM 비용 프로브·비용 리포트,운영자 도구,src/backend/whymath_backend/ops,Admin,Analytics,INFRA,EOS Infra,Batch,,Med,Full,KEEP,KEEP,P1,선행 P0 → 강등: 폐쇄루프 미도달(우회 가능),P0,Low,0,0,2,0,1,0,3,1374,0,0,,,0,131,5,0,KEEP,§3.4 KEEP 5/6 충족,단위비용 KPI(≤250원) 판독기
WM-O-905,12월 검증 스코어카드·QA 혼동행렬·HIT/CU 계측,운영자 도구,src/backend/whymath_backend/ops,Admin,QA,INFRA,EOS Infra,Batch,,Low,Full,KEEP,KEEP,P0,폐쇄루프: production_loop,P0,Low,1,0,1,0,1,0,3,3020,0,0,,schema.enums,0,161,6,0,KEEP,§3.4 KEEP 6/6 충족,EOS-54/60/61 — Go/No-Go 판정기
WM-O-906,콘텐츠 출처·라이선스 감사 게이트·사이드카,운영자 도구,src/backend/whymath_backend/ops,Admin,Content,INFRA,EOS Infra,Batch,,Low,Full,KEEP,KEEP,P0,폐쇄루프: production_loop,P0,Low,1,0,0,0,0,0,1,794,0,0,,schema.enums,0,44,6,0,KEEP,§3.4 KEEP 6/6 충족,ARCH-20·PB-11 — 저작권 레일
WM-O-907,선언≠배선 감사·추천/슬롯 도달 리포트,운영자 도구,src/backend/whymath_backend/ops,Admin,QA,INFRA,EOS Infra,Batch,,Med,Full,HEAVY_REFACTOR,HEAVY_REFACTOR,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,High,1,2,2,0,3,3,11,2771,0,0,,schema.enums,5,120,5,0,KEEP,매트릭스 11점(10~13),OPS-22·REC-01/06·PED-06 — '작동한 비율'
WM-O-908,운영자 계정 부트스트랩·역할 좌석·shadow 합성 트래픽,운영자 도구,src/backend/whymath_backend/ops,Admin,Operations,INFRA,EOS Infra,Batch,,Low,Full,KEEP,REFACTOR,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,Med,1,1,1,0,3,1,7,1113,0,0,,schema.enums,1,66,6,0,KEEP,§3.4 KEEP 6/6 충족,ADMIN-01/11
WM-O-909,동등문제 코퍼스 축적·후처리 배치(36 단원 배치 포함),운영자 도구,src/backend/whymath_backend/harness,Admin,Content,INFRA,EOS Infra,Batch,,High,Full,REFACTOR,REFACTOR,P0,폐쇄루프: production_loop,P0,Med,3,0,3,0,3,0,9,10101,0,0,l3.equivalent.acceptance;l3.equivalent.binomial_distribution_skeleton_generator;l3.equivalent.calculus1_integral_skeleton_generator;l3.equivalent.calculus2_trig_integral_skeleton_generator;l3.equivalent.calculus_chain_quotient_rule_skeleton_generator;l3.equivalent.calculus_product_rule_skeleton_generator;l3.equivalent.calculus_skeleton_generator;l3.equivalent.canonicalize;l3.equivalent.combination_binomial_skeleton_generator;l3.equivalent.complex_number_arithmetic_skeleton_generator;l3.equivalent.conceptual_count_mc_generator;l3.equivalent.conic_section_focus_skeleton_generator;l3.equivalent.coordinate_geometry_skeleton_generator;l3.equivalent.discrete_expected_value_skeleton_generator;l3.equivalent.elementary_addsub_skeleton_generator;l3.equivalent.elementary_area_measure_skeleton_generator;l3.equivalent.elementary_division_remainder_skeleton_generator;l3.equivalent.elementary_gcd_lcm_skeleton_generator;l3.equivalent.elementary_rounding_skeleton_generator;l3.equivalent.elementary_volume_measure_skeleton_generator;l3.equivalent.exp_log_skeleton_generator;l3.equivalent.finite_probability_skeleton_generator;l3.equivalent.generator;l3.equivalent.highschool_quotient_rule_skeleton_generator;l3.equivalent.inductive_sequence_skeleton_generator;l3.equivalent.linear_function_value_skeleton_generator;l3.equivalent.linear_inequality_system_skeleton_generator;l3.equivalent.llm_generator;l3.equivalent.matrix_ops_skeleton_generator;l3.equivalent.measurement_unit_conversion_skeleton_generator;l3.equivalent.misconception_eval_mc_generator;l3.equivalent.orchestrator;l3.equivalent.permutation_combination_skeleton_generator;l3.equivalent.polynomial_arithmetic_skeleton_generator;l3.equivalent.polynomial_factoring_skeleton_generator;l3.equivalent.probability_law_skeleton_generator;l3.equivalent.quadratic_inequality_boundary_skeleton_generator;l3.equivalent.radian_conversion_skeleton_generator;l3.equivalent.rephrase;l3.equivalent.rephrase_hygiene;l3.equivalent.root_aggregate_skeleton_generator;l3.equivalent.sample_mean_distribution_skeleton_generator;l3.equivalent.sequence_sigma_skeleton_generator;l3.equivalent.sequence_skeleton_generator;l3.equivalent.sequence_sum_skeleton_generator;l3.equivalent.skeleton_generator;l3.equivalent.trig_equation_skeleton_generator;l3.equivalent.trig_skeleton_generator;l3.equivalent.vector_operations_skeleton_generator,l3.pregenerate.provenance_bridge;l3.verification_tier;schema.enums;schema.problem,0,383,4,1,REFACTOR,"§3.4 KEEP 4/6 — 미충족 k1_subject_low, k5_coupling_low",C1·C3 — 앵커 CU 물량
WM-O-910,검수 워크플로(HIT 타이머·검수 세션·워크리스트·표본 패키지),운영자 도구,src/backend/whymath_backend/harness,Admin,QA,INFRA,EOS Infra,Batch,,Med,Full,HEAVY_REFACTOR,HEAVY_REFACTOR,P0,폐쇄루프: production_loop,P0,High,3,1,2,0,3,1,10,2978,0,0,l3.equivalent.orchestrator,schema.enums,1,317,4,1,REFACTOR,매트릭스 10점(10~13),EOS-54/78 — HIT 중앙값 KPI 생산자
WM-O-911,골든 벤치마크 승격·경로 게이트·앵커 회차 대장,운영자 도구,src/backend/whymath_backend/harness,Admin,QA,INFRA,EOS Infra,Batch,,Low,Full,KEEP,REFACTOR,P0,폐쇄루프: production_loop,P0,Med,3,0,1,0,2,0,6,1980,0,0,l3.equivalent.orchestrator,schema.enums,0,194,5,1,KEEP,§3.4 KEEP 5/6 충족,EOS-60/64 — 판정기의 FN율
WM-O-912,QA 파이프라인·강등전 게이트(Wilson·결함주입·금칙어),운영자 도구,src/backend/whymath_backend/harness,Admin,QA,INFRA,EOS Infra,Batch,,High,Full,HEAVY_REFACTOR,HEAVY_REFACTOR,P0,"폐쇄루프: student_loop, production_loop",P0,High,3,1,3,0,2,1,10,8919,0,0,l3.equivalent.acceptance;l3.equivalent.canonicalize;l3.equivalent.counterexample_fuzz;l3.equivalent.defect_seeder;l3.equivalent.retag;l3.finite_probability;l3.symbolic_equivalence;l3.verify_answer;l3.verify_solution,l3.pregenerate.provenance_bridge;l3.verification_tier;schema.enums;schema.problem,1,530,4,1,REFACTOR,매트릭스 10점(10~13),초인간 검증 기준 v1 — 기계 게이트 승격 절차
WM-O-913,커버리지·도달률 관측 리포트 가족,운영자 도구,src/backend/whymath_backend/harness,Admin,Analytics,INFRA,EOS Infra,Batch,,High,Full,REPLACE_CANDIDATE,REPLACE_CANDIDATE,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,High,3,3,3,0,3,3,15,9840,0,0,l3.verify_answer,l3.pregenerate.provenance_bridge;schema.enums;schema.problem,7,402,4,1,REFACTOR,매트릭스 15점 / REPLACE 신호 1/6 — 경계 복구 가능성은 사람 판정,OPS-19 — 리포트 11개 중 러너 배선은 별도
WM-C-001,로그인·계정 보안 화면·토큰 배관,클라이언트,"src/mobile/lib/features/auth, src/mobile/lib/core",Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: seed_route,P0,Low,0,0,0,0,2,0,2,1625,0,0,,,0,66,6,1,KEEP,§3.4 KEEP 6/6 충족,폐쇄루프 진입 — 클라 절반
WM-C-002,온보딩(학년·학교유형·목표),클라이언트,src/mobile/lib/features/onboarding,Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: seed_route,P0,Low,0,0,0,0,0,0,0,577,0,0,,,0,17,6,0,KEEP,§3.4 KEEP 6/6 충족,Gate2 ① — EOS-82 클라 축
WM-C-003,홈·탭 셸·라우팅,클라이언트,"src/mobile/lib/features/home, src/mobile/lib/app.dart, src/mobile/lib/main.dart, src/mobile/lib/theme",Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: seed_declared,P0,Low,0,0,0,0,0,0,0,259,0,0,,,0,28,6,0,KEEP,§3.4 KEEP 6/6 충족,MOB-08 indexedStack — 앱 진입점·라우팅(없으면 어떤 화면에도 못 간다)
WM-C-004,코치 채팅(턴·단계 패널·완료 신호),클라이언트,"src/mobile/lib/features/chat/application, src/mobile/lib/features/chat/data/coach_api.dart, src/mobile/lib/features/chat/data/coach_models.dart, src/mobile/lib/features/chat/data/interaction_logger.dart, src/mobile/lib/features/chat/domain, src/mobile/lib/features/chat/presentation/chat_screen.dart, src/mobile/lib/features/chat/presentation/coach_emphasis_text.dart, src/mobile/lib/features/chat/presentation/coach_signal_card.dart, src/mobile/lib/features/verify",Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: seed_route,P0,Low,0,0,0,0,1,0,1,3183,0,0,,,0,135,6,0,KEEP,§3.4 KEEP 6/6 충족,E2 — MOB-20 완료 신호 3필드
WM-C-005,MathLive 수식 입력(WebView 임베드),클라이언트,"src/mobile/lib/features/chat/presentation/mathlive_input_screen.dart, src/mobile/lib/features/chat/presentation/mathlive_input_webview.dart, src/mobile/lib/features/chat/presentation/webview_fallback.dart, src/mobile/assets/mathlive_input",Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: seed_declared,P0,Low,0,0,0,0,3,0,3,6829,0,0,,,0,19,6,1,KEEP,§3.4 KEEP 6/6 충족,E1 학생 입력 표준(28_mathlive_input.md) — 코치 턴 입력 표면·API 호출 0이라 씨앗 선언
WM-C-006,학습 장면·풀이 경로 렌더러,클라이언트,"src/mobile/lib/features/chat/presentation/scene_renderer.dart, src/mobile/lib/features/chat/data/scene_api.dart, src/mobile/lib/features/chat/data/scene_models.dart, src/mobile/lib/features/chat/data/solution_path_api.dart, src/mobile/lib/features/chat/data/solution_path_models.dart",Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: seed_route,P2,Low,0,0,0,0,0,0,0,866,0,0,,,0,53,6,0,KEEP,§3.4 KEEP 6/6 충족,scene 계약 테스트 동결
WM-C-007,그래핑 계산기(React WebView 임베드),클라이언트,"src/mobile/lib/features/chat/presentation/graphing_calculator_webview.dart, src/mobile/assets/graphing_calculator, src/web/graphing-calculator",Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: seed_route,P2,Low,0,0,0,0,3,0,3,11819,0,0,,,0,137,6,1,KEEP,§3.4 KEEP 6/6 충족,국소 임베드 2 비상구 — 수학 판정 금지 거버넌스
WM-C-008,진단·문제 풀기 화면,클라이언트,src/mobile/lib/features/problems,Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: seed_route,P0,Low,0,0,0,0,0,0,0,693,0,0,,,0,110,6,0,KEEP,§3.4 KEEP 6/6 충족,Gate2 ② 진단 — diagnosis_controller
WM-C-009,손글씨 촬영·OCR 캡처,클라이언트,src/mobile/lib/features/ocr,Student,Client UX,CLIENT,Client (View Layer),Flag-off,,Low,Full,POSTPONE,KEEP,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,Low,0,0,0,0,0,0,0,828,0,0,,,0,43,5,0,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),OCR 축 이월 후보와 동행
WM-C-010,나(프로필)·성장 증거 탭,클라이언트,src/mobile/lib/features/profile,Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: seed_route,P1,Low,0,0,0,0,0,0,0,942,0,0,,,0,36,6,0,KEEP,§3.4 KEEP 6/6 충족,PED-08 노출 계약 소비
WM-C-011,탐구(Explore) 탭,클라이언트,src/mobile/lib/features/explore,Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Partial,POSTPONE,KEEP,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,Low,0,0,0,1,0,0,1,52,0,0,,,0,7,6,0,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),MOB-08 — 자리표시 수준
WM-C-012,결함 신고 버튼,클라이언트,src/mobile/lib/features/reports,Student,Client UX,CLIENT,Client (View Layer),Production,,Low,Partial,KEEP,KEEP,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,Low,0,0,0,1,1,0,2,185,0,0,,,0,7,6,0,KEEP,§3.4 KEEP 6/6 충족,RPT-01 클라 절반
